"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_416831,hCoV-19/USA/NY-NYUMC3/2020,North America / USA / New York City,2020-03-16,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine","John Chen, Dacia Dimartino, Xiaojun Feng, Adriana Heguy, Megan Hogan, Emily Huang, George Jour, Christian Marier, Matt Maurano, Mark Mulligan, Peter Meyn, Marie Samanovic-Golden, Amy Rapkiewicz, Guomiao Shen, Matija Snuderl, Gael Westby, Paul Zappile"
EPI_ISL_416832,hCoV-19/USA/NY-NYUMC4/2020,North America / USA / New York City,2020-03-16,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine","John Chen, Dacia Dimartino, Xiaojun Feng, Adriana Heguy, Megan Hogan, Emily Huang, George Jour, Christian Marier, Matt Maurano, Mark Mulligan, Peter Meyn, Marie Samanovic-Golden, Amy Rapkiewicz, Guomiao Shen, Matija Snuderl, Gael Westby, Paul Zappile"
EPI_ISL_418900,hCoV-19/USA/WA-UW333/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418903,hCoV-19/USA/WA-UW336/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418904,hCoV-19/USA/WA-UW337/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418905,hCoV-19/USA/WA-UW338/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418906,hCoV-19/USA/WA-UW339/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418907,hCoV-19/USA/WA-UW340/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418908,hCoV-19/USA/WA-UW341/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418909,hCoV-19/USA/WA-UW342/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418910,hCoV-19/USA/WA-UW343/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418911,hCoV-19/USA/WA-UW344/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418912,hCoV-19/USA/WA-UW345/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418913,hCoV-19/USA/WA-UW346/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418921,hCoV-19/USA/UN-UW354/2020,North America / USA,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418922,hCoV-19/USA/WA-UW355/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418923,hCoV-19/USA/WA-UW356/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418927,hCoV-19/USA/WA-UW360/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418932,hCoV-19/USA/WA-UW365/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418935,hCoV-19/USA/WA-UW368/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418938,hCoV-19/USA/WA-UW371/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418948,hCoV-19/USA/WA-UW383/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418949,hCoV-19/USA/WA-UW384/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418950,hCoV-19/USA/WA-UW385/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418951,hCoV-19/USA/WA-UW386/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418952,hCoV-19/USA/WA-UW387/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418953,hCoV-19/USA/WA-UW388/2020,North America / USA / Washington,2020-03-16,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_418970,hCoV-19/USA/NY-NYUMC24/2020,North America / USA / New York / Nassau County,2020-03-16,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine","Maria Aguero-Rosenfeld, Margaret Black, John Cadley, Paolo Cotzia, John Chen, Dacia Dimartino, Xiaojun Feng, Adriana Heguy, Megan Hogan, Emily Huang, George Jour, Christian Marier, Matthew T. Maurano, Mark J. Mulligan, Peter Meyn, Jared Pinnell, Sitharam Ramaswami, Amy Rapkiewicz, Marie Samanovic-Golden, Antonio Serrano, Guomiao Shen, Matija Snuderl, Nick Vulpescu, Gael Westby, Paul Zappile, Yutong Zhang"
EPI_ISL_419256,hCoV-19/USA/VA-DCLS-05/2020,North America / USA / Virginia,2020-03-16,Division of Consolidated Laboratory Services,Division of Consolidated Laboratory Services,Division of Consolidated Laboratory Services
EPI_ISL_420018,hCoV-19/USA/VA-DCLS-031/2020,North America / USA / Virginia,2020-03-16,Division of Consolidated Laboratory Services,Division of Consolidated Laboratory Services,Division of Consolidated Laboratory Services
EPI_ISL_421369,hCoV-19/USA/NY-PV08401/2020,North America / USA / New York / Manhattan,2020-03-16,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,"Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel"
EPI_ISL_421370,hCoV-19/USA/NY-PV08402/2020,North America / USA / New York / Brooklyn,2020-03-16,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,"Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel"
EPI_ISL_421375,hCoV-19/USA/NY-PV08412/2020,North America / USA / New York / Brooklyn,2020-03-16,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,"Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel"
EPI_ISL_421376,hCoV-19/USA/NY-PV08413/2020,North America / USA / New York / Brooklyn,2020-03-16,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,"Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel"
EPI_ISL_421378,hCoV-19/USA/NY-PV08415/2020,North America / USA / New York / Manhattan,2020-03-16,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,"Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel"
EPI_ISL_421550,hCoV-19/USA/WY-WYPHL014/2020,North America / USA / Wyoming,2020-03-16,Wyoming Public Health Laboratory,"Center for Global Health, University of New Mexico Health Sciences Center","Daryl Domman, Kurt Schwalm, Rob Christensen, Wanda Manley, Cari Sloma, Noah Hull, Darrell Dinwiddie"
EPI_ISL_426297,hCoV-19/USA/NY-Wadsworth-27804-01/2020,North America / USA / New York / Schenectady County,2020-03-16,"Wadsworth Center, New York State Department.of Health","Wadsworth Center, New York State Department.of Health","Kirsten St. George, Daryl M. Lamson, Sara Griesemer, Jonathan Plitnick, Navjot Singh, Matthew D. Shudt, Erica Lasek-Nesselquist"
EPI_ISL_426529,hCoV-19/USA/AZ-TG269863/2020,North America / USA / Arizona,2020-03-16,"AZ SPHL, Arizona Department of Health Services",TGen North,"Jolene Bowers, Megan Folkerts, Darrin Lemmer, Dave Engelthaler"
EPI_ISL_427583,hCoV-19/USA/NY-WCMP11A03P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427584,hCoV-19/USA/NY-WCMP11A06P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427585,hCoV-19/USA/NY-WCMP11B03P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427586,hCoV-19/USA/NY-WCMP11B04P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427587,hCoV-19/USA/NY-WCMP11B07P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427588,hCoV-19/USA/NY-WCMP11C03P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427589,hCoV-19/USA/NY-WCMP11C04P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427590,hCoV-19/USA/NY-WCMP11C05P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427591,hCoV-19/USA/NY-WCMP11D01N/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427592,hCoV-19/USA/NY-WCMP11E04P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427593,hCoV-19/USA/NY-WCMP11E05P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427594,hCoV-19/USA/NY-WCMP11E09P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427595,hCoV-19/USA/NY-WCMP11F04P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427596,hCoV-19/USA/NY-WCMP11F06P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427597,hCoV-19/USA/NY-WCMP11F07P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427598,hCoV-19/USA/NY-WCMP11H06P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_427599,hCoV-19/USA/NY-WCMP12B04P/2020,North America / USA / New York / Manhattan,2020-03-16,NewYork-Presbyterian & Mason Lab,Mason Lab,"Daniel J. Butler, Christopher Mozsary, Cem Meydan, David Danko, Jonathan Foox, Joel Rosiene, Alon Shaiber, Matthew MacKay, Ebrahim Afshinnekoo, Fritz J. Sedlazeck, Nikolay A. Ivanov, Maria Sierra, Craig D. Westover, Krista Ryon, Benjamin Young, Chandrima Bhattacharya, Phyllis Ruggiero, Justyna Gawrys, Iman Hajirasouliha, Dmitry Meleshko, Mirella Salvatore, Dong Xu, Jenny Xiang, John Sipley, Lin Cong, Arryn Craney, Priya Velu, Lars F. Westblade, Massimo Loda, Shawn Levy, Melissa Cushing, Marcin Imielinski, Hanna Rennert, Christopher E. Mason"
EPI_ISL_428345,hCoV-19/USA/WI-249/2020,North America / USA / Wisconsin / Racine,2020-03-16,University of Wisconsin-Madison AIDS Vaccine Research Laboratories,University of Wisconsin-Madison AIDS Vaccine Research Laboratories,"Gage Moreno and Katarina Braun, et al."
EPI_ISL_428372,hCoV-19/USA/CT-Yale-041/2020,North America / USA / Connecticut,2020-03-16,Yale Clinical Virology Laboratory ,Grubaugh Lab - Yale School of Public Health ,"Joseph Fauver, Anderson Brito, Tara Alpert, Chantal Vogels, Ellen Foxman, Albert Ko, Marie Landry, Nathan Grubaugh "
EPI_ISL_434714,hCoV-19/USA/TX-HMH03/2020,North America / USA / Texas,2020-03-16,Houston Methodist Hospital,Houston Methodist Hospital,"S. Wesley Long, Randall J. Olsen, Paul A. Christensen, David W. Bernard, James J. Davis, Maulik Shukla, Marcus Nguyen, Matthew Ojeda Saavedra, Concepcion C. Cantu, Prasanti Yerramilli, Layne Pruitt, Sishir Subedi, Heather Hendrickson, Ghazaleh Eskandari, Muthiah Kumaraswami, Jason S. McLellan, Hakon Jonsson, Kari Stefansson, and James M. Musser"
EPI_ISL_434715,hCoV-19/USA/TX-HMH04/2020,North America / USA / Texas,2020-03-16,Houston Methodist Hospital,Houston Methodist Hospital,"S. Wesley Long, Randall J. Olsen, Paul A. Christensen, David W. Bernard, James J. Davis, Maulik Shukla, Marcus Nguyen, Matthew Ojeda Saavedra, Concepcion C. Cantu, Prasanti Yerramilli, Layne Pruitt, Sishir Subedi, Heather Hendrickson, Ghazaleh Eskandari, Muthiah Kumaraswami, Jason S. McLellan, Hakon Jonsson, Kari Stefansson, and James M. Musser"
EPI_ISL_434716,hCoV-19/USA/TX-HMH05/2020,North America / USA / Texas,2020-03-16,Houston Methodist Hospital,Houston Methodist Hospital,"S. Wesley Long, Randall J. Olsen, Paul A. Christensen, David W. Bernard, James J. Davis, Maulik Shukla, Marcus Nguyen, Matthew Ojeda Saavedra, Concepcion C. Cantu, Prasanti Yerramilli, Layne Pruitt, Sishir Subedi, Heather Hendrickson, Ghazaleh Eskandari, Muthiah Kumaraswami, Jason S. McLellan, Hakon Jonsson, Kari Stefansson, and James M. Musser"
