"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_420879,hCoV-19/Australia/QLDID931/2020,Oceania / Australia / Queensland / Brisbane,2020-03-25,Mater Pathology,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_421636,hCoV-19/Australia/NSWID930/2020,Oceania / Australia / New South Wales / Tweed Heads,2020-03-26,Pathology North,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_426800,hCoV-19/Australia/VIC534/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426801,hCoV-19/Australia/VIC535/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426802,hCoV-19/Australia/VIC536/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426803,hCoV-19/Australia/VIC537/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426804,hCoV-19/Australia/VIC538/2020,Oceania / Australia / Victoria,2020-03-23,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426805,hCoV-19/Australia/VIC540/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426806,hCoV-19/Australia/VIC541/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426807,hCoV-19/Australia/VIC544/2020,Oceania / Australia / Victoria,2020-03-23,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426809,hCoV-19/Australia/VIC546/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426810,hCoV-19/Australia/VIC547/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426811,hCoV-19/Australia/VIC548/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426812,hCoV-19/Australia/VIC549/2020,Oceania / Australia / Victoria,2020-03-23,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426813,hCoV-19/Australia/VIC551/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426816,hCoV-19/Australia/VIC555/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426817,hCoV-19/Australia/VIC556/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426819,hCoV-19/Australia/VIC558/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426821,hCoV-19/Australia/VIC560/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426822,hCoV-19/Australia/VIC561/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426824,hCoV-19/Australia/VIC563/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426825,hCoV-19/Australia/VIC565/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426826,hCoV-19/Australia/VIC566/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426827,hCoV-19/Australia/VIC567/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426828,hCoV-19/Australia/VIC568/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426831,hCoV-19/Australia/VIC571/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426832,hCoV-19/Australia/VIC572/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426833,hCoV-19/Australia/VIC574/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426835,hCoV-19/Australia/VIC576/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426836,hCoV-19/Australia/VIC578/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426839,hCoV-19/Australia/VIC582/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426840,hCoV-19/Australia/VIC583/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426841,hCoV-19/Australia/VIC584/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426842,hCoV-19/Australia/VIC585/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426844,hCoV-19/Australia/VIC587/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426846,hCoV-19/Australia/VIC589/2020,Oceania / Australia / Victoria,2020-03-22,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426847,hCoV-19/Australia/VIC590/2020,Oceania / Australia / Victoria,2020-03-22,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426848,hCoV-19/Australia/VIC591/2020,Oceania / Australia / Victoria,2020-03-22,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426850,hCoV-19/Australia/VIC593/2020,Oceania / Australia / Victoria,2020-03-23,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426851,hCoV-19/Australia/VIC594/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426852,hCoV-19/Australia/VIC595/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426853,hCoV-19/Australia/VIC596/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426854,hCoV-19/Australia/VIC597/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426855,hCoV-19/Australia/VIC598/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426856,hCoV-19/Australia/VIC599/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426858,hCoV-19/Australia/VIC603/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426860,hCoV-19/Australia/VIC605/2020,Oceania / Australia / Victoria,2020-03-27,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426861,hCoV-19/Australia/VIC606/2020,Oceania / Australia / Victoria,2020-03-27,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426862,hCoV-19/Australia/VIC607/2020,Oceania / Australia / Victoria,2020-03-27,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426864,hCoV-19/Australia/VIC610/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426865,hCoV-19/Australia/VIC611/2020,Oceania / Australia / Victoria,2020-03-27,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426866,hCoV-19/Australia/VIC612/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426870,hCoV-19/Australia/VIC615/2020,Oceania / Australia / Victoria,2020-03-28,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426872,hCoV-19/Australia/VIC617/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426873,hCoV-19/Australia/VIC629/2020,Oceania / Australia / Victoria,2020-03-25,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426874,hCoV-19/Australia/VIC630/2020,Oceania / Australia / Victoria,2020-03-26,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426875,hCoV-19/Australia/VIC633/2020,Oceania / Australia / Victoria,2020-03-27,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426876,hCoV-19/Australia/VIC635/2020,Oceania / Australia / Victoria,2020-03-28,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426877,hCoV-19/Australia/VIC636/2020,Oceania / Australia / Victoria,2020-03-28,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426878,hCoV-19/Australia/VIC701/2020,Oceania / Australia / Victoria,2020-03-21,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426879,hCoV-19/Australia/VIC908/2020,Oceania / Australia / Victoria,2020-03-23,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426880,hCoV-19/Australia/VIC909/2020,Oceania / Australia / Victoria,2020-03-23,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426881,hCoV-19/Australia/VIC912/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426882,hCoV-19/Australia/VIC913/2020,Oceania / Australia / Victoria,2020-03-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426898,hCoV-19/Australia/NT10/2020,Oceania / Australia / Northern territory,2020-03-26,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Meumann, E., Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426899,hCoV-19/Australia/NT11/2020,Oceania / Australia / Northern territory,2020-03-27,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Meumann, E., Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426900,hCoV-19/Australia/NT12/2020,Oceania / Australia / Northern territory,2020-03-25,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Meumann, E., Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426901,hCoV-19/Australia/NT13/2020,Oceania / Australia / Northern territory,2020-03-25,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Meumann, E., Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426904,hCoV-19/Australia/NT17/2020,Oceania / Australia / Northern territory,2020-03-24,Royal Darwin Hospital Pathology,"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Meumann, E., Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426906,hCoV-19/Australia/VIC473/2020,Oceania / Australia / Victoria,2020-03-28,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426907,hCoV-19/Australia/VIC475/2020,Oceania / Australia / Victoria,2020-03-28,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426910,hCoV-19/Australia/VIC478/2020,Oceania / Australia / Victoria,2020-03-28,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426914,hCoV-19/Australia/VIC483/2020,Oceania / Australia / Victoria,2020-03-29,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426917,hCoV-19/Australia/VIC486/2020,Oceania / Australia / Victoria,2020-03-29,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426918,hCoV-19/Australia/VIC487/2020,Oceania / Australia / Victoria,2020-03-29,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426919,hCoV-19/Australia/VIC488/2020,Oceania / Australia / Victoria,2020-03-29,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426920,hCoV-19/Australia/VIC489/2020,Oceania / Australia / Victoria,2020-03-29,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426921,hCoV-19/Australia/VIC490/2020,Oceania / Australia / Victoria,2020-03-30,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426922,hCoV-19/Australia/VIC491/2020,Oceania / Australia / Victoria,2020-03-30,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_426923,hCoV-19/Australia/VIC619/2020,Oceania / Australia / Victoria,2020-03-28,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426924,hCoV-19/Australia/VIC620/2020,Oceania / Australia / Victoria,2020-03-28,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426926,hCoV-19/Australia/VIC622/2020,Oceania / Australia / Victoria,2020-03-29,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_426927,hCoV-19/Australia/VIC623/2020,Oceania / Australia / Victoria,2020-03-28,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
