"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_420849,hCoV-19/DRC/523/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-28,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420850,hCoV-19/DRC/352/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420851,hCoV-19/DRC/376/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-25,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420852,hCoV-19/DRC/396/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-26,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420853,hCoV-19/DRC/402/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-26,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420854,hCoV-19/DRC/521/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-25,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_421573,hCoV-19/South Africa/KRISP-06/2020,Africa / South Africa / KZN,2020-03-31,Molecular Diagnostic Services,"KRISP, KZN Research Innovation and Sequencing Platform ","Giandhari J, Pillay S, Ngcapu S, Samsunder N, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T"
EPI_ISL_421574,hCoV-19/South Africa/KRISP-07/2020,Africa / South Africa / KZN,2020-04-01,Molecular Diagnostic Services,"KRISP, KZN Research Innovation and Sequencing Platform","Giandhari J, Pillay S, Ngcapu S, Samsunder N, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T"
EPI_ISL_421575,hCoV-19/South Africa/KRISP-011/2020,Africa / South Africa / KZN,2020-04-01,Molecular Diagnostic Services,"KRISP, KZN Research Innovation and Sequencing Platform","Giandhari J, Pillay S, Ngcapu S, Samsunder N, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T"
EPI_ISL_421576,hCoV-19/South Africa/KRISP-012/2020,Africa / South Africa / KZN,2020-04-01,Molecular Diagnostic Services,"KRISP, KZN Research Innovation and Sequencing Platform ","Giandhari J, Pillay S, Ngcapu S, Samsunder N, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T "
EPI_ISL_422382,hCoV-19/Ghana/1513_S1/2020,Africa / Ghana / Greater Accra,2020-03-24,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Misita, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjaquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Gordon A. Awandare, William Ampofo"
EPI_ISL_422384,hCoV-19/Ghana/1622_S2/2020,Africa / Ghana / Greater Accra,2020-03-24,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422398,hCoV-19/Ghana/2853_S7/2020,Africa / Ghana / Greater Accra,2020-03-29,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422400,hCoV-19/Ghana/2944_S9/2020,Africa / Ghana / Greater Accra,2020-03-30,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422401,hCoV-19/Ghana/2986_S10/2020,Africa / Ghana / Greater Accra,2020-03-31,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422402,hCoV-19/Ghana/3176_S11/2020,Africa / Ghana / Greater Accra,2020-03-30,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422403,hCoV-19/Ghana/3177_S12/2020,Africa / Ghana / Greater Accra,2020-03-30,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422404,hCoV-19/Ghana/1565_S13/2020,Africa / Ghana / Greater Accra,2020-03-24,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_422406,hCoV-19/Ghana/2850_S15/2020,Africa / Ghana / Greater Accra,2020-03-29,"NMIMR, Department of Virology","WACCBIP, University of Ghana","Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo"
EPI_ISL_428855,hCoV-19/Gambia/GC19-015/2020,Africa / Gambia / West Coast Region,2020-03-17,MRCG at LSHTM Geomics lab,MRCG at LSHTM Genomics lab,Sesay et al
EPI_ISL_428856,hCoV-19/Gambia/GC19-026/2020,Africa / Gambia / West Coast Region,2020-03-21,MRCG at LSHTM Genomics Lab,MRCG at LSHTM Genomics lab,Sesay et al
EPI_ISL_428857,hCoV-19/Gambia/GC19-029/2020,Africa / Gambia / West Coast Region,2020-04-20,MRCG at LSHTM Genomics lab,MRCG at LSHTM Genomics lab,Sesay et al
EPI_ISL_429254,hCoV-19/DRC/998/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_429255,hCoV-19/DRC/1131/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-05,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_429258,hCoV-19/DRC/1234/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-06,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_429259,hCoV-19/DRC/1249/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-06,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_430297,hCoV-19/South Africa/R02827/2020,Africa / South Africa / GP,2020-03-06,National Institute for Communicable Diseases of the National Health Laboratory Service,National Institute for Communicable Diseases of the National Health Laboratory Service,"Allam M, Kwenda S, van Heusden P, Khumalo Z, Mohale T, Subramoney K, von Gottberg, A, Ismail A, Bhiman JN"
EPI_ISL_430819,hCoV-19/Egypt/NRC-03/2020,Africa / Egypt,2020-03-18,"Center of Scientific Excellence for Influenza Viruses,National Research Centre (NRC), Egypt.","Center of Scientific Excellence for Influenza Viruses,National Research Centre (NRC), Egypt.","Mohamed Ahmed Ali, Ahmed Kandeil, Ahmed Mostafa, Rabeh El-Shesheny, Mahmoud Shehata, Wael Roshdy, Shymaa Showky Ahmed , Amal Naguib, Nancy M. El Guindy, Mokhtar Gomaa, Ahmed El-Taweel, Ahmed E Kayed, Yassmin Moatasim, Omnia Kutkat, Sara Mahmoud, Mina Kamel, Abo Shama, M Noura, Mohamed El Sayes"
EPI_ISL_430820,hCoV-19/Egypt/NRC-01/2020,Africa / Egypt,2020-03-18,"Center of Scientific Excellence for Influenza Viruses, National Research Centre (NRC), Egypt.","Center of Scientific Excellence for Influenza Viruses, National Research Centre (NRC), Egypt.","Mohamed Ahmed Ali, Ahmed Kandeil, Ahmed Mostafa, Rabeh El-Shesheny, Mahmoud Shehata, Wael Roshdy, Shymaa Showky Ahmed , Amal Naguib, Mokhtar Gomaa, Ahmed El-Taweel, Ahmed E Kayed, Yassmin Moatasim, Omnia Kutkat, Sara Mahmoud, Mina Kamel, Abo Shama, M Noura, Mohamed El Sayes, Nancy M. El Guindy"
EPI_ISL_431011,hCoV-19/DRC/1319/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-07,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_431012,hCoV-19/DRC/1376/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-07,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_434710,hCoV-19/DRC/1423/2020 ,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-08,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Adrienne Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_435032,hCoV-19/DRC/1516/2020 ,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-09,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Adrienne Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_435033,hCoV-19/DRC/1324/2020 ,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-07,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Adrienne Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_435114,hCoV-19/DRC/1398/2020 ,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-07,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Adrienne Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_435156,hCoV-19/DRC/1715/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-10,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_435163,hCoV-19/DRC/2120/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-12,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_436412,hCoV-19/DRC/2299/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-14,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_436684,hCoV-19/South Africa/KRISP-04/2020,Africa / South Africa / KZN,2020-03-31,"KRISP, KZN Research Innovation and Sequencing Platform","KRISP, KZN Research Innovation and Sequencing Platform","Giandhari J, Pillay S, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T"
EPI_ISL_436686,hCoV-19/South Africa/KRISP-045/2020,Africa / South Africa / KZN,2020-03-27,"KRISP, KZN Research Innovation and Sequencing Platform","KRISP, KZN Research Innovation and Sequencing Platform","Giandhari J, Pillay S, Lessells R, Chimukangara B, Deforche K, Tegally H, Wilkinson E, de Oliveira T"
EPI_ISL_437194,hCoV-19/DRC/2363/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-14,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437337,hCoV-19/DRC/2496/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-15,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437338,hCoV-19/DRC/2529/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-15,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437339,hCoV-19/DRC/2536/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-15,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437340,hCoV-19/DRC/2563/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-15,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437341,hCoV-19/DRC/2580/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-15,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437343,hCoV-19/DRC/2670/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-15,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437346,hCoV-19/DRC/2813/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-16,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437348,hCoV-19/DRC/2827/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-16,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437350,hCoV-19/DRC/2855/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-16,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_437351,hCoV-19/DRC/2864/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-04-16,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
