"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_451151,hCoV-19/India/GBRC106/2020,Asia / India / Gujarat / Jamnagar,2020-05-05,M.P Shah Government Medocal college Jamnagar,Gujarat Biotechnology Research Centre,"Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Binita Aring, Janvi Raval, Zarna Patel, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Neha Rajpara, Chaitanya Joshi, Madhvi Joshi,"
EPI_ISL_451152,hCoV-19/India/GBRC107/2020,Asia / India / Gujarat / Jamnagar,2020-05-09,M.P Shah Government Medocal college Jamnagar,Gujarat Biotechnology Research Centre,"Pinal Trivedi, Maharshi Pandya, Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Binita Aring, Janvi Raval, Zarna Patel, Monika Gandhi, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Afzal Ansari, Chaitanya Joshi, Madhvi Joshi,"
EPI_ISL_451153,hCoV-19/India/GBRC108/2020,Asia / India / Gujarat / Jamnagar,2020-05-10,M.P Shah Government Medocal college Jamnagar,Gujarat Biotechnology Research Centre,"Maharshi Pandya, Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Binita Aring, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Fenil Patel, Chaitanya Joshi, Madhvi Joshi,"
EPI_ISL_451154,hCoV-19/India/GBRC109/2020,Asia / India / Gujarat / Dahod,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Manish Pattani, Tanuja Javadekar , Maharshi Pandya, Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Neelam Nathani, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451155,hCoV-19/India/GBRC110/2020,Asia / India / Gujarat / Vadodara,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Tanuja Javadekar , Manish Pattani, Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Armi Chaudhari, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451156,hCoV-19/India/GBRC111/2020,Asia / India / Gujarat / Dahod,2020-05-01,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Bhavya Jindal, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451157,hCoV-19/India/GBRC112/2020,Asia / India / Gujarat / Vadodara,2020-05-02,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Camellia Chakraborty, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451158,hCoV-19/India/GBRC113/2020,Asia / India / Gujarat / Vadodara,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Nidhi Patel, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Siddhant Kumar, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451159,hCoV-19/India/GBRC114/2020,Asia / India / Gujarat / Dahod,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Nidhi Patel, Nitin Savaliya, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Sharmistha Majumdar, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451160,hCoV-19/India/GBRC115/2020,Asia / India / Gujarat / Vadodara,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Pooja P Doshi, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451161,hCoV-19/India/GBRC116/2020,Asia / India / Gujarat / Dahod,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Zuber Saiyed, Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Akanksha Verma, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451162,hCoV-19/India/GBRC117/2020,Asia / India / Gujarat / Vadodara,2020-05-03,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Komal Patel, Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Priti Pandita, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451163,hCoV-19/India/GBRC118/2020,Asia / India / Gujarat / Vadodara,2020-05-02,"Government Medical College, Vadodara",Gujarat Biotechnology Research Centre,"Labdhi Pandya, Snehal Bagatharia, Ramesh Pandit, Tejas Shah, Ankit Hinsu, Pritesh Sabara, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, Pinal Trivedi, Maharshi Pandya, Manish Pattani, Tanuja Javadekar , Amit Kanani, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Bhavesh Modi, Gaurishankar Shrimali, R D Dixit, A M Kadri, Pragya Sharma, Chaitanya Joshi, Madhvi Joshi"
EPI_ISL_451958,hCoV-19/Pakistan/KHI1/2020,Asia / Pakistan / Karachi,2020-03-16,unknown,Jamil-ur-Rahman Center for Genome Research,"Shakeel,M., Raza,S.A., Khan,S., Khan,B.A., Zahid,M., Qureshi,M.A.and Khan,I.A"
EPI_ISL_452327,hCoV-19/Beijing/DT-travelAT01/2020,Asia / China / Beijing,2020-03-13,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452328,hCoV-19/Beijing/DT-travelPAK01/2020,Asia / China / Beijing,2020-03-16,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452329,hCoV-19/Beijing/DT-travelDE01/2020,Asia / China / Beijing,2020-03-13,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452330,hCoV-19/Beijing/DT-travelFR01/2020,Asia / China / Beijing,2020-03-21,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452331,hCoV-19/Beijing/DT-travelCA01/2020,Asia / China / Beijing,2020-03-12,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452332,hCoV-19/Beijing/DT-travelUSA01/2020,Asia / China / Beijing,2020-02-29,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452333,hCoV-19/Beijing/DT-travelIRI01/2020,Asia / China / Beijing,2020-03-12,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452334,hCoV-19/Beijing/DT-travelIT05/2020,Asia / China / Beijing,2020-03-19,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452335,hCoV-19/Beijing/DT-travelUK02/2020,Asia / China / Beijing,2020-03-16,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452336,hCoV-19/Beijing/DT-travelUK04/2020,Asia / China / Beijing,2020-03-20,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452337,hCoV-19/Beijing/DT-travelFR02/2020,Asia / China / Beijing,2020-03-24,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452338,hCoV-19/Beijing/DT-travelUSA02/2020,Asia / China / Beijing,2020-03-19,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452339,hCoV-19/Beijing/DT-travelUSA04/2020,Asia / China / Beijing,2020-03-22,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452340,hCoV-19/Beijing/DT-travelUSA03/2020,Asia / China / Beijing,2020-03-19,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452341,hCoV-19/Beijing/DT-travelMX01/2020,Asia / China / Beijing,2020-03-22,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452342,hCoV-19/Beijing/DT-travelNO01/2020,Asia / China / Beijing,2020-03-12,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452343,hCoV-19/Beijing/DT-travelES01/2020,Asia / China / Beijing,2020-03-16,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452344,hCoV-19/Beijing/DT-travelES02/2020,Asia / China / Beijing,2020-03-12,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452345,hCoV-19/Beijing/DT-travelES03/2020,Asia / China / Beijing,2020-03-07,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452346,hCoV-19/Beijing/DT-travelES04/2020,Asia / China / Beijing,2020-03-19,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452347,hCoV-19/Beijing/DT-travelGR01/2020,Asia / China / Beijing,2020-03-15,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452348,hCoV-19/Beijing/DT-travelHU02/2020,Asia / China / Beijing,2020-03-18,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452349,hCoV-19/Beijing/DT-travelHU01/2020,Asia / China / Beijing,2020-03-19,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452350,hCoV-19/Beijing/DT-travelHU03/2020,Asia / China / Beijing,2020-03-20,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452351,hCoV-19/Beijing/DT-travelIT04/2020,Asia / China / Beijing,2020-03-04,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452352,hCoV-19/Beijing/DT-travelIT01/2020,Asia / China / Beijing,2020-03-05,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452353,hCoV-19/Beijing/DT-travelIT02/2020,Asia / China / Beijing,2020-03-06,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452354,hCoV-19/Beijing/DT-travelIT03/2020,Asia / China / Beijing,2020-03-07,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452355,hCoV-19/Beijing/DT-travelUK01/2020,Asia / China / Beijing,2020-03-22,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452356,hCoV-19/Beijing/DT-travelUK03/2020,Asia / China / Beijing,2020-03-21,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452357,hCoV-19/Beijing/DT-WH02/2020,Asia / China / Beijing,2020-02-04,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452358,hCoV-19/Beijing/DT-BJ01/2020,Asia / China / Beijing,2020-02-11,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452359,hCoV-19/Beijing/DT-BJ02/2020,Asia / China / Beijing,2020-02-08,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452360,hCoV-19/Beijing/DT-WH01/2020,Asia / China / Beijing,2020-02-01,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452361,hCoV-19/Beijing/DT-BJ03/2020,Asia / China / Beijing,2020-02-11,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452362,hCoV-19/Beijing/DT-WH03/2020,Asia / China / Beijing,2020-02-01,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452363,hCoV-19/Beijing/DT-WH04/2020,Asia / China / Beijing,2020-01-31,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452364,hCoV-19/Beijing/DT-BJ04/2020,Asia / China / Beijing,2020-02-05,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,"Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang"
EPI_ISL_452790,hCoV-19/India/NIHSAD-2604-22/2020,Asia / India / Madhya Pradesh,2020-04-24,ICAR-National Institute of High Security Animal Diseases,ICAR-National Institute of High Security Animal Diseases,"Anamika Mishra, Ashutosh Aasdev, Sandeep Bhatia, Harshad Murugkar, Chakradhar Tosh, Niranjan Mishra, Shanmugasundaram Nagarajan, Katherukamem Rajukumar, Richa Sood, G Venkatesh, Atul Kumar Pateriya, Manoj Kumar, Shashi Bhushan Sudhakar, Fateh Singh, Sethil Kumar D, Senmannan Kalaiyarasu, Pradeep Gandhale, Naveen Kumar, Chandan Kumar Dubey, Sushil Tripathi, Sandeep Kumar Jhade, Meghna Tripathi, Suman Kumari Shah, Pushpendra Singh, Pushpendra Namdeo, Suman Mishra, Rupal Singh, Vishnupriya Patil, Dipesh Kumar Nayak, Vijendra Pal Singh, Ashwin Ashok Raut"
EPI_ISL_452791,hCoV-19/India/NIHSAD-2904-107/2020,Asia / India / Madhya Pradesh,2020-04-27,ICAR-National Institute of High Security Animal Diseases,ICAR-National Institute of High Security Animal Diseases,"Anamika Mishra, Ashutosh Aasdev, Sandeep Bhatia, Harshad Murugkar, Chakradhar Tosh, Niranjan Mishra, Shanmugasundaram Nagarajan, Katherukamem Rajukumar, Richa Sood, G Venkatesh, Atul Kumar Pateriya, Manoj Kumar, Shashi Bhushan Sudhakar, Fateh Singh, Sethil Kumar D, Senmannan Kalaiyarasu, Pradeep Gandhale, Naveen Kumar, Chandan Kumar Dubey, Sushil Tripathi, Sandeep Kumar Jhade, Meghna Tripathi, Suman Kumari Shah, Pushpendra Singh, Pushpendra Namdeo, Suman Mishra, Rupal Singh, Vishnupriya Patil, Dipesh Kumar Nayak, Vijendra Pal Singh, Ashwin Ashok Raut"
EPI_ISL_452792,hCoV-19/India/NIHSAD-0105-77/2020,Asia / India / Madhya Pradesh,2020-04-30,ICAR-National Institute of High Security Animal Diseases,ICAR-National Institute of High Security Animal Diseases,"Anamika Mishra, Ashutosh Aasdev, Sandeep Bhatia, Harshad Murugkar, Chakradhar Tosh, Niranjan Mishra, Shanmugasundaram Nagarajan, Katherukamem Rajukumar, Richa Sood, G Venkatesh, Atul Kumar Pateriya, Manoj Kumar, Shashi Bhushan Sudhakar, Fateh Singh, Sethil Kumar D, Senmannan Kalaiyarasu, Pradeep Gandhale, Naveen Kumar, Chandan Kumar Dubey, Sushil Tripathi, Sandeep Kumar Jhade, Meghna Tripathi, Suman Kumari Shah, Pushpendra Singh, Pushpendra Namdeo, Suman Mishra, Rupal Singh, Vishnupriya Patil, Dipesh Kumar Nayak, Vijendra Pal Singh, Ashwin Ashok Raut"
EPI_ISL_452793,hCoV-19/India/NIHSAD-0405-24/2020,Asia / India / Madhya Pradesh,2020-05-03,ICAR-National Institute of High Security Animal Diseases,ICAR-National Institute of High Security Animal Diseases,"Anamika Mishra, Ashutosh Aasdev, Sandeep Bhatia, Harshad Murugkar, Chakradhar Tosh, Niranjan Mishra, Shanmugasundaram Nagarajan, Katherukamem Rajukumar, Richa Sood, G Venkatesh, Atul Kumar Pateriya, Manoj Kumar, Shashi Bhushan Sudhakar, Fateh Singh, Sethil Kumar D, Senmannan Kalaiyarasu, Pradeep Gandhale, Naveen Kumar, Chandan Kumar Dubey, Sushil Tripathi, Sandeep Kumar Jhade, Meghna Tripathi, Suman Kumari Shah, Pushpendra Singh, Pushpendra Namdeo, Suman Mishra, Rupal Singh, Vishnupriya Patil, Dipesh Kumar Nayak, Vijendra Pal Singh, Ashwin Ashok Raut"
EPI_ISL_452794,hCoV-19/India/NIHSAD-0905-216/2020,Asia / India / Madhya Pradesh,2020-05-08,ICAR-National Institute of High Security Animal Diseases,ICAR-National Institute of High Security Animal Diseases,"Anamika Mishra, Ashutosh Aasdev, Sandeep Bhatia, Harshad Murugkar, Chakradhar Tosh, Niranjan Mishra, Shanmugasundaram Nagarajan, Katherukamem Rajukumar, Richa Sood, G Venkatesh, Atul Kumar Pateriya, Manoj Kumar, Shashi Bhushan Sudhakar, Fateh Singh, Sethil Kumar D, Senmannan Kalaiyarasu, Pradeep Gandhale, Naveen Kumar, Chandan Kumar Dubey, Sushil Tripathi, Sandeep Kumar Jhade, Meghna Tripathi, Suman Kumari Shah, Pushpendra Singh, Pushpendra Namdeo, Suman Mishra, Rupal Singh, Vishnupriya Patil, Dipesh Kumar Nayak, Vijendra Pal Singh, Ashwin Ashok Raut"
EPI_ISL_452795,hCoV-19/India/NIHSAD-1005-52/2020,Asia / India / Madhya Pradesh,2020-05-09,ICAR-National Institute of High Security Animal Diseases,ICAR-National Institute of High Security Animal Diseases,"Anamika Mishra, Ashutosh Aasdev, Sandeep Bhatia, Harshad Murugkar, Chakradhar Tosh, Niranjan Mishra, Shanmugasundaram Nagarajan, Katherukamem Rajukumar, Richa Sood, G Venkatesh, Atul Kumar Pateriya, Manoj Kumar, Shashi Bhushan Sudhakar, Fateh Singh, Sethil Kumar D, Senmannan Kalaiyarasu, Pradeep Gandhale, Naveen Kumar, Chandan Kumar Dubey, Sushil Tripathi, Sandeep Kumar Jhade, Meghna Tripathi, Suman Kumari Shah, Pushpendra Singh, Pushpendra Namdeo, Suman Mishra, Rupal Singh, Vishnupriya Patil, Dipesh Kumar Nayak, Vijendra Pal Singh, Ashwin Ashok Raut"
